customer_id,revenue,most_recent_visit,number_of_orders,recency_days
36993,1093,2006-09-10,11,113
27068,909,2006-09-11,12,112
2992,595,2006-08-19,9,135
21831,774,2006-09-03,9,120
25066,1717,2006-07-26,15,159
19457,751,2006-10-13,7,80
38596,1244,2006-03-21,13,286
14905,577,2006-06-15,7,200
39599,927,2006-06-28,10,187
28015,816,2006-10-15,8,78
29743,1373,2006-07-07,15,178
20568,1507,2006-12-05,19,27
14938,968,2006-11-06,9,56
29047,1104,2006-08-23,13,131
2929,1035,2006-07-10,8,175
12397,723,2006-09-01,8,122
3692,1115,2006-11-11,11,51
15610,970,2006-08-19,13,135
28126,983,2006-10-05,9,88
10132,251,2005-05-28,3,583
20184,685,2006-06-12,8,203
38672,859,2006-09-15,10,108
29824,766,2006-09-23,9,100
19209,907,2006-10-05,11,88
27074,1274,2006-03-18,11,289
39685,650,2006-09-22,6,101
5843,1181,2006-06-10,15,205
16775,596,2006-07-23,7,162
12638,784,2006-08-05,9,149
35269,791,2006-10-07,10,86
23138,1412,2006-08-06,9,148
37183,1517,2006-07-30,14,155
7503,912,2006-11-17,9,45
18920,1339,2006-05-05,13,241
5923,458,2006-10-10,6,83
6552,1446,2006-09-02,12,121
14173,634,2006-07-20,8,165
29363,435,2005-10-24,4,434
17684,713,2006-07-13,8,172
21631,872,2006-06-13,14,202
9780,950,2006-10-14,10,79
29462,1242,2006-09-28,12,95
14331,1036,2006-12-21,14,11
29895,419,2006-05-16,7,230
1396,640,2006-07-01,8,184
28033,722,2005-12-30,7,367
31408,464,2005-09-24,8,464
16734,807,2006-05-02,9,244
25529,1277,2006-07-07,9,178
14837,1432,2006-07-05,16,180
29630,502,2006-10-02,6,91
15480,633,2005-10-23,8,435
23722,1129,2006-09-02,12,121
24013,1308,2006-09-30,16,93
5393,462,2006-01-17,8,349
38983,2205,2006-10-27,20,66
18599,402,2005-05-15,3,596
36246,1055,2006-07-01,12,184
24867,635,2006-07-10,7,175
31078,981,2006-09-08,11,115
20283,1062,2006-07-11,10,174
32571,1201,2006-11-06,15,56
28130,1114,2006-06-06,12,209
1813,1748,2006-10-18,16,75
31924,795,2006-09-09,9,114
21079,1475,2005-12-02,12,395
13076,1296,2005-09-03,9,485
23221,817,2006-10-21,10,72
9304,605,2006-03-04,10,303
9640,846,2006-08-29,9,125
2223,1030,2006-08-20,11,134
32320,744,2005-12-29,8,368
19547,493,2005-04-30,4,611
26839,1410,2006-07-05,12,180
29865,512,2005-08-17,7,502
22177,1372,2006-10-01,13,92
22218,904,2006-07-01,8,184
20291,362,2005-12-18,4,379
32386,336,2005-05-19,4,592
13448,1091,2006-06-21,13,194
16944,682,2006-11-02,9,60
26176,815,2006-08-09,7,145
17999,297,2006-03-15,3,292
30756,413,2006-01-17,4,349
13395,681,2006-11-01,9,61
35627,890,2006-08-27,7,127
27984,998,2006-06-26,9,189
36145,1202,2006-03-03,11,304
39905,405,2006-10-01,6,92
25587,751,2006-11-16,7,46
18934,1141,2006-12-22,11,10
18744,1018,2005-11-13,12,414
12178,683,2006-09-09,9,114
16435,795,2006-09-24,8,99
38157,417,2006-04-20,8,256
36440,1049,2006-05-31,8,215
16824,670,2006-07-06,8,179
25190,711,2006-05-30,9,216
11063,1176,2006-09-03,10,120
18855,957,2006-11-05,11,57
218,927,2006-11-13,11,49
16163,1708,2006-10-15,17,78
39577,913,2006-07-26,11,159
5552,698,2006-09-29,8,94
9292,650,2005-10-10,7,448
34953,1068,2006-12-28,10,4
8158,1661,2006-07-09,16,176
28370,516,2006-11-04,8,58
39542,169,2006-02-10,4,325
8723,1319,2006-09-14,11,109
528,966,2006-08-07,10,147
19459,861,2006-09-02,11,121
12417,1202,2006-11-10,12,52
31837,280,2006-02-17,3,318
9895,830,2006-11-10,8,52
37555,777,2006-12-26,9,6
19587,1207,2006-08-15,14,139
11181,613,2006-06-26,6,189
9504,315,2006-05-13,4,233
23386,827,2006-07-22,9,163
22976,510,2006-01-30,7,336
34442,792,2006-08-30,10,124
26347,686,2005-12-26,8,371
19622,726,2006-07-08,9,177
32910,824,2006-05-11,8,235
2270,645,2006-09-26,7,97
1875,845,2005-11-25,10,402
2175,1280,2006-07-07,12,178
33487,1472,2006-11-18,15,44
1963,927,2006-05-16,13,230
38364,609,2006-04-28,8,248
19519,1406,2006-12-19,15,13
14365,603,2005-12-14,9,383
22826,818,2006-10-29,9,64
12703,1311,2006-03-21,15,286
3908,888,2006-08-25,9,129
37717,1320,2006-08-18,15,136
14330,413,2006-02-05,6,330
5850,985,2006-06-10,9,205
20462,1010,2006-10-22,10,71
31519,679,2005-04-19,6,622
9883,1119,2006-07-12,11,173
36733,542,2006-04-21,7,255
13737,1517,2006-11-14,12,48
12112,1317,2006-11-26,14,36
13363,947,2006-07-15,13,170
212,1030,2006-06-26,12,189
20408,1089,2006-05-18,12,228
433,446,2006-06-08,5,207
29551,1195,2006-12-09,12,23
4350,904,2006-10-27,9,66
33155,1030,2006-04-29,9,247
31162,1556,2006-04-21,14,255
9737,1089,2006-03-21,10,286
30774,533,2006-08-26,8,128
19048,1200,2006-10-13,11,80
24637,1388,2006-11-02,14,60
24744,742,2005-07-28,6,522
35905,1148,2006-12-05,11,27
29329,1030,2006-09-21,11,102
35208,896,2005-08-25,9,494
15549,1101,2005-09-24,9,464
31098,1316,2006-12-05,13,27
27397,951,2006-03-21,8,286
28037,1067,2005-09-10,9,478
37592,1046,2006-09-24,14,99
9801,1410,2006-06-20,13,195
23930,610,2006-09-16,4,107
19871,518,2006-09-23,5,100
27564,1110,2006-07-03,13,182
7579,553,2006-05-29,6,217
32539,760,2006-04-06,8,270
17330,402,2006-03-07,5,300
19664,957,2006-01-26,9,340
25448,470,2006-11-05,5,57
8741,1123,2006-09-05,12,118
20719,797,2006-08-05,7,149
22604,1791,2006-09-02,15,121
28899,664,2006-07-20,9,165
6504,1433,2006-06-24,11,191
17500,467,2006-08-19,6,135
12398,1254,2006-10-14,10,79
33581,527,2006-08-04,6,150
15659,921,2006-12-04,7,28
23326,1015,2006-06-21,10,194
24119,919,2006-07-24,9,161
38046,912,2006-06-14,10,201
11496,776,2005-04-21,9,620
882,216,2006-04-12,4,264
11509,1182,2006-12-27,12,5
20880,665,2006-12-05,7,27
24495,856,2006-08-21,10,133
20092,803,2006-09-22,9,101
29998,642,2006-11-01,8,61
5043,492,2006-05-01,7,245
35497,790,2006-05-16,9,230
29888,1028,2006-12-18,11,14
33305,177,2006-11-27,2,35
17883,938,2006-08-23,10,131
34273,530,2006-12-23,7,9
11376,728,2006-06-06,11,209
30822,726,2006-07-26,9,159
23946,712,2006-07-20,10,165
23883,1116,2006-12-24,11,8
15129,913,2006-04-24,7,252
6266,1448,2006-09-23,14,100
11534,1456,2006-08-21,14,133
3355,507,2006-06-03,5,212
14734,958,2006-08-13,12,141
8718,1372,2006-12-14,12,18
37829,1421,2006-02-07,10,328
9675,828,2006-04-27,11,249
1216,529,2006-08-27,10,127
31606,992,2006-11-04,12,58
26817,654,2006-07-29,8,156
10994,359,2006-08-29,4,125
16347,1286,2006-07-30,12,155
11115,1307,2006-09-29,13,94
35863,495,2005-12-24,7,373
20645,906,2005-09-17,8,471
29314,701,2006-02-27,8,308
17272,267,2006-04-15,4,261
34396,1208,2006-08-13,11,141
33893,1149,2005-10-03,10,455
21380,617,2006-05-18,9,228
36148,982,2006-08-18,10,136
26415,516,2006-03-24,7,283
25545,1065,2006-08-19,9,135
38037,729,2006-12-27,9,5
8388,410,2006-04-05,3,271
21239,839,2006-07-31,8,154
11720,636,2006-10-14,5,79
30060,1015,2005-06-17,9,563
25530,1029,2006-12-12,11,20
7733,809,2006-05-03,13,243
32792,1028,2006-07-04,10,181
13985,811,2006-09-02,10,121
18816,777,2006-11-02,7,60
12073,1468,2006-11-13,16,49
20984,659,2006-01-25,6,341
32828,317,2006-12-30,7,2
7171,1072,2006-09-27,12,96
38934,1613,2006-09-09,14,114
7504,836,2006-07-10,10,175
10729,452,2005-08-12,6,507
8596,544,2006-04-06,6,270
2161,1356,2006-09-18,11,105
13850,559,2006-04-24,6,252
24164,873,2006-07-31,10,154
32877,192,2005-02-18,4,682
35821,865,2006-12-13,11,19
34996,904,2006-04-19,10,257
30158,915,2006-09-12,11,111
618,1527,2006-08-16,16,138
29896,400,2006-07-22,4,163
26804,961,2006-10-17,13,76
13268,1527,2006-10-19,15,74
22430,1511,2006-07-17,13,168
21490,1198,2006-11-08,13,54
27495,1509,2006-04-18,14,258
5382,719,2006-09-14,8,109
32510,676,2005-12-22,7,375
25471,454,2006-09-19,4,104
22750,557,2006-10-19,7,74
16841,1271,2006-08-26,10,128
33564,934,2005-12-07,10,390
24380,839,2006-06-30,7,185
30993,694,2006-07-27,8,158
22225,1147,2006-06-30,11,185
20547,1358,2006-08-12,12,142
22434,1017,2006-07-02,9,183
17698,1109,2006-12-30,10,2
9432,643,2006-11-04,7,58
22757,861,2006-02-09,9,326
2363,1042,2006-04-23,9,253
19616,814,2006-11-15,10,47
36417,739,2006-11-10,10,52
36479,1180,2006-10-10,14,83
27905,1154,2006-07-10,11,175
20411,1360,2006-10-07,12,86
27866,1263,2006-06-17,10,198
14090,1209,2006-08-30,11,124
26561,881,2006-11-26,8,36
14082,1049,2006-07-11,8,174
25942,758,2006-08-03,10,151
30003,1053,2006-06-15,12,200
38397,912,2006-04-22,11,254
20139,720,2006-08-08,9,146
5374,506,2006-09-13,8,110
10648,830,2006-08-29,9,125
22476,1598,2006-08-28,15,126
25307,1128,2006-09-02,13,121
6129,1055,2006-01-12,8,354
3390,1310,2006-06-03,15,212
5475,1254,2006-10-14,12,79
39847,577,2006-11-20,9,42
23410,1059,2006-05-14,12,232
31324,637,2005-06-01,6,579
4221,343,2006-06-28,5,187
39409,944,2006-08-05,11,149
1997,1019,2006-09-02,12,121
13061,716,2006-10-19,7,74
8889,1327,2006-09-05,10,118
33306,1301,2006-05-17,11,229
4944,714,2006-10-28,8,65
12078,893,2006-07-14,13,171
19136,831,2006-10-08,9,85
10373,1163,2006-07-01,12,184
14399,1249,2006-11-08,11,54
870,872,2006-10-01,11,92
36348,925,2005-12-15,8,382
28752,1323,2006-07-23,12,162
36328,476,2006-08-02,5,152
18861,1017,2006-07-05,13,180
21291,642,2006-07-17,9,168
1733,829,2006-10-15,9,78
38681,1609,2006-07-06,15,179
7832,434,2006-04-12,8,264
14687,1427,2006-08-11,16,143
16140,1209,2006-09-25,9,98
3348,224,2006-03-07,4,300
17610,1025,2006-11-23,14,39
8224,370,2006-04-02,5,274
7398,719,2006-12-09,8,23
28314,678,2006-12-23,7,9
35194,937,2006-08-05,9,149
4481,1008,2006-06-28,13,187
39915,1246,2006-10-21,11,72
37336,940,2006-07-08,10,177
38311,1169,2006-06-19,12,196
7763,1242,2006-07-02,10,183
1130,612,2005-11-01,9,426
867,732,2006-07-02,9,183
953,452,2006-07-29,8,156
22423,901,2006-02-07,9,328
29783,1186,2006-05-23,13,223
4099,899,2006-12-23,9,9
26171,591,2006-08-10,6,144
23045,779,2006-10-07,10,86
26948,1319,2006-05-14,12,232
22654,403,2006-06-26,7,189
23102,2039,2006-11-01,20,61
17111,1385,2006-04-16,11,260
28852,672,2006-05-22,8,224
36404,678,2006-08-10,6,144
6719,1103,2006-07-14,13,171
30,1337,2006-09-22,13,101
31214,938,2006-11-29,8,33
14107,722,2006-10-20,11,73
5663,1101,2005-11-13,11,414
4463,1321,2006-07-08,10,177
12428,886,2006-08-23,12,131
14830,1111,2006-08-06,13,148
31782,1107,2006-09-23,12,100
23714,880,2006-04-25,9,251
3323,1884,2006-06-15,17,200
15571,622,2006-10-06,8,87
26121,378,2006-09-15,5,108
9535,822,2006-09-16,9,107
7839,1382,2006-05-21,10,225
20320,942,2006-03-24,10,283
18630,536,2006-09-28,6,95
23500,728,2006-08-06,11,148
30036,1302,2006-08-17,11,137
6811,1234,2006-06-22,10,193
16700,1138,2006-09-05,11,118
30820,1934,2006-01-10,18,356
29483,1456,2006-06-02,15,213
7643,1223,2006-10-20,12,73
23550,1231,2006-10-14,11,79
3373,1217,2006-07-22,14,163
6693,1210,2006-07-30,12,155
28574,771,2006-05-22,8,224
9970,758,2005-07-07,5,543
34208,1145,2006-07-27,11,158
25993,1131,2006-04-24,10,252
4607,1377,2006-02-18,13,317
15353,1496,2006-08-12,12,142
32643,1017,2006-06-08,10,207
2032,728,2006-12-26,8,6
34595,685,2006-09-07,9,116
26568,1743,2006-08-10,18,144
15318,1340,2005-07-19,11,531
1938,876,2005-12-25,8,372
22771,1047,2006-08-13,10,141
28980,528,2005-07-01,5,549
11578,1711,2006-09-23,14,100
7371,1098,2006-06-01,10,214
20876,77,2004-10-19,2,804
14271,1651,2006-02-14,21,321
37786,1137,2006-12-16,12,16
30720,1106,2006-06-03,9,212
16112,314,2006-09-05,3,118
3283,225,2006-07-30,5,155
2568,1296,2006-07-25,10,160
8124,1381,2006-08-21,14,133
26640,1134,2006-10-29,11,64
39758,544,2005-05-18,5,593
37918,862,2006-08-20,9,134
39520,1407,2006-07-08,12,177
32337,239,2006-06-03,4,212
9145,669,2006-10-06,7,87
30815,935,2006-01-01,12,365
28288,516,2006-09-14,5,109
39126,647,2006-03-06,9,301
3276,1007,2006-08-02,11,152
15346,1290,2006-08-17,11,137
6031,1494,2006-06-14,14,201
16957,1188,2006-08-07,14,147
9954,347,2005-07-08,4,542
32752,1025,2005-09-10,11,478
34640,570,2005-11-13,7,414
9920,1860,2006-11-08,15,54
37171,786,2006-10-24,10,69
10220,1247,2006-10-27,13,66
13534,1388,2006-11-06,12,56
2148,748,2006-12-08,10,24
8014,803,2006-09-12,6,111
8283,744,2005-09-03,8,485
8868,606,2006-08-06,7,148
24597,1605,2006-11-27,14,35
37790,1189,2006-10-28,11,65
7622,1322,2006-09-30,11,93
7094,1241,2006-08-25,12,129
11209,1273,2005-11-13,10,414
22799,809,2006-06-02,8,213
19064,520,2006-03-23,6,284
26054,1152,2006-09-27,14,96
5322,995,2005-12-30,10,367
34506,708,2006-08-08,8,146
23528,436,2005-12-18,4,379
17403,1238,2006-07-18,12,167
9480,715,2006-01-31,7,335
13456,566,2006-07-29,6,156
13544,209,2005-07-16,3,534
38673,743,2005-11-21,9,406
22553,377,2006-09-24,6,99
35349,901,2006-04-03,11,273
28679,824,2006-05-30,9,216
25645,846,2006-06-11,7,204
3452,1391,2006-10-31,15,62
20164,591,2006-03-26,6,281
13322,1386,2006-09-15,10,108
30503,775,2006-08-06,9,148
31122,1659,2006-12-03,13,29
31809,1324,2006-08-12,15,142
2210,1098,2006-07-28,12,157
16952,1220,2006-09-20,12,103
4300,969,2005-12-03,10,394
19730,1146,2006-09-07,10,116
13154,1224,2006-07-29,11,156
25630,741,2006-06-12,9,203
35832,403,2006-06-21,8,194
10554,443,2005-10-09,6,449
36067,672,2006-06-19,10,196
37908,840,2005-10-09,8,449
35985,1324,2006-04-05,15,271
34327,1139,2006-10-11,11,82
20525,938,2006-11-08,11,54
31350,502,2006-02-25,7,310
27153,828,2006-05-17,10,229
12023,840,2006-04-02,8,274
1052,1336,2006-08-15,12,139
1160,1297,2006-08-10,18,144
29808,839,2006-10-28,12,65
38663,765,2006-07-21,10,164
3572,439,2006-08-06,7,148
2087,1356,2006-10-21,11,72
2053,562,2006-09-07,4,116
20862,712,2005-10-12,7,446
16036,918,2006-05-14,8,232
12508,759,2006-01-15,8,351
18570,1247,2006-09-04,14,119
799,1085,2006-11-27,12,35
30599,525,2006-10-13,7,80
311,1052,2006-09-19,14,104
8821,702,2006-08-18,9,136
8207,847,2005-09-17,7,471
12242,1397,2006-08-07,15,147
19418,1152,2006-09-24,11,99
35097,1372,2006-10-17,14,76
27700,341,2006-07-12,6,173
32159,787,2006-05-30,7,216
12608,448,2006-07-20,5,165
31646,1036,2006-07-20,9,165
22265,1084,2006-10-16,11,77
34443,1119,2006-08-12,14,142
18070,530,2006-11-24,6,38
28291,859,2006-10-13,10,80
25954,574,2006-05-19,5,227
35136,938,2006-10-05,7,88
16554,1017,2006-08-01,11,153
23936,1544,2006-07-25,13,160
527,635,2005-12-08,11,389
18616,939,2006-04-18,9,258
548,1069,2005-07-25,8,525
31325,1416,2006-10-01,13,92
14070,1023,2006-11-23,10,39
17521,944,2005-10-17,8,441
20166,419,2006-05-21,4,225
19524,1262,2006-05-24,14,222
12246,835,2006-07-18,9,167
21087,708,2006-10-10,11,83
13504,671,2006-08-12,7,142
39912,751,2006-08-05,9,149
33331,1035,2006-12-20,12,12
21159,920,2006-07-26,7,159
39871,989,2006-06-13,11,202
12871,675,2006-08-12,7,142
7505,643,2006-08-07,8,147
943,1051,2006-09-22,12,101
19510,857,2006-07-28,9,157
30266,1395,2006-12-30,15,2
4770,1104,2006-11-05,12,57
36074,415,2006-07-25,7,160
9131,987,2006-11-18,10,44
4031,1434,2006-11-06,17,56
6392,744,2006-11-15,7,47
4098,1188,2006-08-27,11,127
32064,919,2006-05-02,9,244
34967,778,2005-10-08,5,450
1009,453,2005-03-20,6,652
11217,673,2006-08-28,7,126
26099,859,2005-10-03,10,455
15428,1218,2006-08-22,12,132
28601,430,2006-09-04,7,119
17474,1256,2005-11-29,11,398
7847,724,2005-08-07,9,512
22220,845,2006-09-03,15,120
23754,462,2006-09-12,5,111
13790,637,2006-10-01,7,92
6572,1104,2006-07-05,13,180
35437,907,2006-11-16,12,46
39938,842,2006-09-22,12,101
39724,1337,2006-11-11,15,51
30331,812,2006-11-10,11,52
37,415,2006-09-04,8,119
26529,974,2006-07-14,14,171
3450,1848,2006-10-09,16,84
10929,256,2005-04-07,3,634
8182,301,2005-12-12,3,385
32749,1140,2005-11-15,13,412
33161,573,2006-06-25,9,190
5347,410,2006-04-30,7,246
16705,1439,2006-07-12,16,173
34387,1166,2006-06-04,10,211
37265,883,2006-12-07,9,25
38558,1031,2005-08-20,12,499
30569,904,2006-08-01,9,153
23986,1227,2006-01-13,11,353
17879,687,2006-05-31,9,215
30665,1078,2005-09-14,9,474
20696,884,2006-07-02,10,183
25845,825,2006-09-15,10,108
19707,855,2006-09-23,9,100
11822,393,2005-09-20,4,468
2271,899,2006-09-04,9,119
20086,580,2005-06-25,6,555
21849,636,2006-04-10,6,266
11558,680,2006-10-10,8,83
23327,1337,2006-07-14,12,171
10375,1162,2006-08-22,12,132
36001,1104,2006-03-12,9,295
24575,725,2006-10-10,6,83
9230,1224,2006-05-02,12,244
23488,752,2006-09-03,11,120
27953,736,2005-09-10,8,478
24407,1099,2006-04-19,9,257
5156,890,2006-09-28,9,95
36647,924,2006-08-05,9,149
29637,624,2006-02-14,8,321
14176,892,2006-08-30,9,124
3268,1062,2006-09-19,9,104
35813,1545,2006-07-05,12,180
539,394,2005-07-28,5,522
32247,1127,2006-09-28,14,95
32532,939,2005-07-27,11,523
38883,1444,2006-07-16,9,169
37993,619,2006-07-30,8,155
22491,1029,2006-08-28,8,126
2693,1212,2006-11-01,12,61
793,504,2005-09-24,5,464
18583,963,2006-11-06,14,56
37352,1234,2006-10-15,10,78
38733,770,2006-07-07,8,178
26416,875,2006-02-08,10,327
19928,981,2006-07-09,12,176
11570,758,2006-06-10,9,205
6826,675,2006-04-20,9,256
11310,1054,2006-08-08,9,146
297,1152,2006-01-12,11,354
28124,981,2005-12-03,11,394
39537,758,2005-12-18,7,379
23175,421,2005-12-12,8,385
33542,785,2006-03-22,10,285
33602,1095,2006-12-02,11,30
6884,376,2006-05-15,5,231
9532,805,2006-12-14,11,18
13368,932,2006-11-28,10,34
39975,1332,2006-01-04,11,362
19911,1421,2006-04-04,13,272
20754,1066,2006-02-22,10,313
27637,1216,2006-10-02,11,91
8147,1017,2006-10-08,10,85
34166,1181,2006-10-01,10,92
31489,754,2006-01-29,6,337
8773,852,2006-12-28,11,4
11434,817,2006-08-01,9,153
38835,327,2005-07-17,4,533
27335,1555,2006-10-01,16,92
36300,857,2006-09-08,11,115
26931,686,2005-12-30,7,367
32339,1084,2006-08-01,11,153
21767,885,2005-10-28,12,430
21430,890,2006-07-02,8,183
11263,1596,2006-11-17,14,45
10843,1413,2006-07-27,15,158
27699,1175,2006-11-27,12,35
31972,1384,2006-10-10,12,83
11614,1095,2006-03-08,12,299
26361,1003,2006-09-15,11,108
8965,1100,2006-11-01,8,61
28882,531,2006-02-07,5,328
9852,1077,2006-07-05,12,180
11082,1268,2006-10-23,12,70
896,560,2006-05-31,8,215
13057,1250,2005-08-17,12,502
18869,627,2006-06-01,7,214
8185,1137,2006-12-12,11,20
15911,508,2006-12-07,9,25
15458,384,2006-07-10,4,175
5469,1130,2006-09-29,9,94
25406,1036,2006-10-20,10,73
23900,540,2006-05-19,6,227
7381,906,2006-08-31,11,123
23067,959,2006-06-16,7,199
32305,949,2006-06-30,9,185
27024,1257,2006-09-11,13,112
365,744,2006-11-16,9,46
22802,1364,2006-08-23,11,131
39336,1032,2006-11-02,11,60
31611,918,2006-10-03,9,90
2582,950,2006-10-15,10,78
24201,1034,2006-04-18,17,258
27386,1050,2006-11-14,11,48
33971,541,2006-07-29,9,156
36313,676,2006-05-12,8,234
1934,978,2006-11-06,11,56
13350,850,2006-04-20,8,256
21546,193,2006-07-02,3,183
21687,914,2006-11-06,10,56
22501,1112,2006-08-24,13,130
7060,1214,2006-12-17,15,15
23135,955,2006-08-28,11,126
32185,1773,2006-03-07,17,300
6658,1274,2006-06-24,13,191
3278,972,2006-07-12,7,173
6511,854,2006-08-14,10,140
13182,1763,2006-10-02,16,91
30111,1261,2006-02-28,10,307
38627,1495,2006-06-02,16,213
934,716,2005-10-23,11,435
10612,942,2005-12-18,10,379
29463,388,2006-09-20,6,103
33791,1299,2006-05-01,12,245
24582,1568,2006-08-10,15,144
22773,540,2006-01-01,7,365
8911,1307,2006-11-02,11,60
39273,1524,2006-08-06,19,148
33007,744,2006-01-19,8,347
5228,628,2006-08-18,7,136
18760,567,2006-11-07,10,55
35463,233,2005-10-05,4,453
18088,981,2006-07-12,11,173
16399,513,2006-05-13,8,233
27460,1606,2006-07-27,13,158
17535,1178,2006-12-02,15,30
18230,924,2006-08-14,10,140
4129,992,2006-04-13,11,263
21887,775,2006-07-01,10,184
5513,294,2006-05-22,4,224
28925,1443,2006-10-04,13,89
8812,1437,2006-09-14,16,109
7134,1142,2006-10-18,11,75
14604,576,2006-02-21,7,314
36992,1547,2006-08-17,15,137
14046,1343,2006-11-10,13,52
14929,953,2006-10-08,13,85
10573,739,2006-12-03,8,29
30260,2106,2006-10-13,18,80
6590,1620,2006-12-16,15,16
12511,1122,2006-01-20,13,346
22030,1372,2006-08-02,9,152
5914,858,2006-11-13,8,49
7905,1028,2006-05-13,7,233
14525,1010,2006-09-25,10,98
6618,897,2006-09-20,9,103
38121,878,2005-12-24,8,373
4501,1454,2006-09-17,11,106
24319,624,2005-04-18,6,623
29837,937,2006-06-26,11,189
15176,910,2006-10-16,9,77
39976,875,2006-06-14,9,201
23571,1230,2006-12-30,9,2
24663,1207,2006-10-16,11,77
10997,481,2006-09-14,7,109
3649,1140,2005-10-14,11,444
17122,606,2006-11-01,9,61
4359,678,2006-11-19,5,43
8728,486,2006-05-26,7,220
16056,760,2006-10-21,7,72
3285,1432,2006-07-05,11,180
26680,779,2006-10-20,8,73
13191,1026,2006-09-12,12,111
29638,1639,2006-08-27,16,127
14288,611,2006-05-30,6,216
32304,588,2006-09-14,6,109
28296,1559,2006-07-01,15,184
17184,842,2006-06-23,8,192
19981,1306,2006-08-05,16,149
31766,682,2006-10-29,8,64
5613,529,2006-10-10,6,83
6019,934,2006-05-27,9,219
27307,1186,2006-06-06,11,209
20263,649,2006-09-25,7,98
19852,376,2006-02-17,7,318
24180,1049,2006-02-24,13,311
16464,689,2006-04-25,7,251
31448,1737,2006-05-25,14,221
1298,1504,2006-09-04,13,119
570,698,2006-08-18,7,136
35226,775,2006-05-02,9,244
21243,1147,2006-08-14,9,140
12800,1364,2006-06-23,13,192
14114,1708,2006-09-24,16,99
24923,1815,2006-11-20,17,42
27435,793,2006-12-14,7,18
30938,1686,2006-12-30,14,2
28189,440,2006-10-13,4,80
2542,907,2006-06-07,11,208
20690,595,2006-04-02,7,274
33472,613,2006-07-08,8,177
19009,555,2006-03-01,8,306
26534,520,2006-11-03,7,59
38793,1514,2006-08-05,15,149
20230,790,2006-09-06,8,117
21799,806,2006-09-30,9,93
28024,781,2006-06-01,9,214
14261,1047,2006-10-03,8,90
26288,588,2006-07-22,7,163
415,616,2006-05-14,9,232
32152,1406,2006-09-23,12,100
4087,807,2006-02-16,7,319
16106,735,2006-05-11,9,235
1208,962,2006-02-28,12,307
31120,1080,2006-02-02,9,333
28883,666,2006-08-13,8,141
30296,1264,2006-12-17,9,15
5916,838,2006-08-29,9,125
25109,271,2005-06-08,3,572
8675,1134,2006-04-29,11,247
10530,1222,2006-04-26,9,250
27667,546,2005-10-29,8,429
34828,1037,2006-09-10,11,113
30424,1177,2006-10-29,11,64
10985,840,2006-05-09,7,237
33393,1433,2006-09-02,12,121
10230,822,2006-04-29,7,247
4950,525,2006-10-27,10,66
20722,346,2005-09-24,4,464
31614,1044,2006-08-13,10,141
12510,893,2006-10-02,11,91
9429,473,2006-08-11,5,143
5453,1663,2006-08-06,18,148
34712,708,2006-04-11,8,265
21689,935,2006-09-06,9,117
314,1147,2006-12-09,12,23
1580,404,2006-02-28,8,307
33682,865,2006-10-12,12,81
24594,851,2006-06-12,10,203
17471,410,2006-11-19,6,43
39692,770,2006-06-02,12,213
12061,1035,2006-11-12,9,50
19666,1290,2006-09-10,14,113
19936,922,2006-07-20,12,165
3943,1482,2006-07-03,13,182
6155,618,2005-10-21,7,437
38197,560,2005-09-12,4,476
15156,592,2005-05-15,5,596
17737,474,2005-04-15,6,626
9306,838,2006-08-30,10,124
21615,1396,2006-12-22,14,10
8647,942,2006-09-06,10,117
31207,263,2005-05-20,3,591
13524,1568,2006-05-30,15,216
29528,531,2005-10-19,5,439
32594,416,2006-06-01,7,214
15802,1102,2006-09-01,10,122
3320,616,2005-10-11,7,447
27970,519,2006-10-30,10,63
9038,790,2006-06-19,7,196
19689,1012,2006-05-26,10,220
1918,1150,2006-10-22,13,71
34672,463,2006-04-09,5,267
24642,1184,2006-03-26,14,281
25835,414,2005-04-12,5,629
22781,497,2005-09-17,5,471
2010,882,2006-08-26,9,128
29517,575,2006-09-02,7,121
12967,1424,2005-08-03,14,516
37557,1165,2006-10-28,10,65
24063,1597,2006-08-19,16,135
7659,560,2006-06-20,6,195
29627,1055,2006-09-14,11,109
16670,864,2006-10-20,9,73
18061,775,2006-05-21,8,225
2898,908,2006-01-14,7,352
1213,1112,2006-06-07,10,208
9638,351,2005-09-08,7,480
3559,837,2006-03-06,8,301
37785,1282,2006-08-22,13,132
9636,1232,2006-07-02,14,183
17866,599,2006-09-12,6,111
37079,1517,2006-08-07,12,147
36329,997,2006-10-30,9,63
32066,969,2006-10-09,7,84
251,1190,2005-12-27,12,370
22841,1002,2006-06-24,8,191
18045,1257,2006-05-28,9,218
2725,1019,2006-07-26,10,159
35315,809,2006-07-01,8,184
6919,1456,2006-10-04,14,89
6832,1264,2006-11-24,12,38
7528,657,2006-09-27,5,96
14783,1223,2006-08-25,12,129
35602,848,2006-12-14,10,18
15740,774,2006-07-01,8,184
36141,349,2006-03-03,5,304
24321,342,2006-09-02,6,121
12436,1076,2005-12-23,10,374
9261,835,2006-09-06,9,117
6178,787,2006-02-27,7,308
37620,325,2006-01-20,3,346
16469,877,2006-03-20,11,287
38044,374,2005-11-29,4,398
24384,1148,2006-11-21,11,41
14379,700,2005-09-07,9,481
4769,501,2006-10-10,8,83
17443,901,2005-12-18,10,379
4828,1129,2006-06-26,14,189
34455,907,2006-09-10,11,113
21389,1523,2006-11-30,15,32
